publishedAt,title,author,url,urlToImage,description
2017-11-28T10:59:42Z,Jimmy Fallon And Martin Short Give Classic Christmas Song A Scary Trump Twist,Lee Moran,https://www.huffingtonpost.com/entry/jimmy-fallon-martin-short-little-trumper-boys_us_5a1d419ee4b04e8b2a842eb0,http://o.aolcdn.com/images/dims?thumbnail=1200%2C630&image_uri=http%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F1200_630%2F5a1d44b0150000016485a2c7.png%3Fcache%3DacEIECl7St&client=cbc79c14efcebee57402&signature=1f4e372937f7add5d0dcecb6f034f71a5599a775,"""He wants to build a wall, Trump, Trump, Trump, Trump, Trump."""
2017-12-14T16:22:29Z,‘Can Only Trump Survive Trump?’,Rich Lowry,http://www.nationalreview.com/corner/454651/can-only-trump-survive-trump,,"In my Politico column today, I wrote about Alabama: Ed Gillespie ran away from Trump and lost in Virginia. Roy Moore ran toward Trump (with a lot of excess baggage) and lost in Alabama. One was a wonky establishment Republican careful to sand away any hard ed…"
2017-12-15T05:00:00Z,Can Only Trump Survive Trump?,Rachel Ogden,http://www.nationalreview.com/article/454672/donald-trump-republicans-where-will-gop-be-after-trump,http://c4.nrostatic.com/sites/default/files/uploaded/trump-donald-219_0.jpg,T he past two months of electoral losses for the Trump GOP feel very familiar. Newly elected president Barack Obama’s party lost off-year gubernatorial elections in Virginia and New Jersey and suffered a stunning upset in a Senate race it had no business losi…
2018-03-15T01:10:00Z,'Trump Country' rejects Trump,MPX,https://www.msnbc.com/all-in/watch/-trump-country-rejects-trump-1186243651791,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201803/n_hayes_atrumpcountryrejects_180314_1920x1080.1200;630;7;70;5.jpg,President Trump promised the GOP would win the Pennsylvania special election because he is so beloved in a district he won by 20 points. That's not how things went.
2018-03-13T16:42:21Z,Trump criticizes Trump,Wahrheitsministerium,https://www.liveleak.com/view?t=91a7s_1520959341,https://cdn.liveleak.com/80281E/ll_a_u/2018/Mar/13/LiveLeak-dot-com-5aa7ff24c53c2_thumb.jpg,"{{file|t=Cfr1o_1520959268}} ""The media has been speculating that I fired Rex Tillerson or that he would be leaving soon - FAKE NEWS! He's not leaving and while we disagree on certain subjects, (I call the final shots) we work well together and America is high…"
2018-03-25T04:49:32Z,Letting Trump Be Trump,,https://pjmedia.com/michaelwalsh/letting-trump-trump/,https://static.pjmedia.com/michaelwalsh/user-content/43/files/2018/03/AP_17353367771405.sized-770x415xc.jpg,"If this is ""chaos,"" let us have more of it."
2017-12-16T13:20:10Z,Can Only Trump Survive Trump?,"Rich Lowry, National Review",https://www.realclearpolitics.com/2017/12/16/can_only_trump_survive_trump_429272.html,,"Rich Lowry, National Review Newly elected president Barack Obama’s party lost off-year gubernatorial elections in Virginia and New Jersey and suffered a stunning upset in a Senate race it had no business losing, in Massachusetts. Trump’s party lost off-year g…"
2017-12-15T06:37:10Z,Can Only Trump Survive Trump?,National Review,https://www.freerepublic.com/focus/f-chat/3613794/posts,,The past two months of electoral losses for the Trump GOP feel very familiar. Newly elected president Barack Obamas party lost off-year gubernatorial elections in Virginia and New Jersey and suffered a stunning upset in a Senate race it had no business losin…
2017-12-14T00:53:31Z,Can Only Trump Survive Trump?,(Rich Lowry),https://www.politico.com/magazine/story/2017/12/13/can-only-trump-survive-trump-216102,https://static.politico.com/5e/cb/ab18600d48609d9e4cbb92d1cf52/15-donald-trump-16-gty-1160.jpg,The past two months of electoral losses for the Trump GOP feel very familiar.
2017-12-15T06:37:10Z,Can Only Trump Survive Trump?,National Review,https://www.freerepublic.com/focus/f-news/3613794/posts,,The past two months of electoral losses for the Trump GOP feel very familiar. Newly elected president Barack Obamas party lost off-year gubernatorial elections in Virginia and New Jersey and suffered a stunning upset in a Senate race it had no business losin…
2017-11-22T15:22:15Z,Trump just rage-tweeted about a prominent African American again,(Greg Sargent),https://www.washingtonpost.com/blogs/plum-line/wp/2017/11/22/trump-just-rage-tweeted-about-a-prominent-african-american-again/,https://www.washingtonpost.com/rf/image_1484w/2010-2019/Wires/Online/2017-11-22/AP/Images/Trump_UCLA_Players_Basketball_76911.jpg-d1403.jpg?t=20170517,"Lavar ball, trump, donald trump, impeach donald trump, republican party, trump race baiting, trump attacks kneeling football players, gop"
2017-12-06T22:16:18Z,Trump,Zana Mrsa,https://dribbble.com/shots/4001830-Trump,https://cdn.dribbble.com/users/1439680/screenshots/4001830/trump.png,just some playing with faces
2017-12-20T20:51:52Z,Trump,,https://hrespinosa88.deviantart.com/art/Trump-721069728,https://pre00.deviantart.net/0acc/th/pre/i/2017/354/1/b/trump_by_hrespinosa88-dbxb0yo.jpg,
2017-12-22T16:06:53Z,Trump,,https://samuelmb.deviantart.com/art/Trump-721363113,https://pre00.deviantart.net/526b/th/pre/f/2017/356/0/7/trump_by_samuelmb-dbxhbc9.png,I made this
2017-11-09T22:30:00Z,"Trump, Trump, Trump. How about tackling Illinois' problems?",Kristen McQueary,http://www.chicagotribune.com/news/opinion/commentary/ct-perspec-attorney-general-race-madigan-20171109-story.html,http://www.trbimg.com/img-5a04d7a5/turbine/ct-perspec-attorney-general-race-madigan-20171109,"The joke lately isn’t about who is running for Illinois attorney general in 2018. It’s who isn’t. On the Democratic side, at least eight serious contenders say they’re running. It’s a powerhouse posse of former federal prosecutors, lawmakers, political player…"
2017-11-13T15:57:00Z,Trump,Anne Branigin,http://www.theroot.com/trump-3-duterte-2-dickheads-have-the-weekend-of-their-1820389974,"https://i.kinja-img.com/gawker-media/image/upload/s--JeiBmTAm--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/th6z1viitn4g0idmw48p.jpg","Two of the biggest assholes in the world, Donald Trump and president of the Philippines, Rodrigo Duterte, have expressed mutual admiration for some time. This past weekend, the pair finally got to have the bonding session of their dreams: serenading each othe…"
2017-12-25T22:09:26Z,TRUMP,,https://traac.deviantart.com/art/TRUMP-721929997,https://img00.deviantart.net/2fdf/i/2017/359/9/9/trump_by_traac-dbxtgr1.jpg,
2017-12-09T02:02:22Z,The Latest: Crowd at rally chants 'Trump! Trump! Trump!',AP,https://economictimes.indiatimes.com/news/international/world-news/the-latest-crowd-at-rally-chants-trump-trump-trump/articleshow/61992577.cms,https://img.etimg.com/photo/49057298.cms,8:50 p.m.
2017-12-30T02:21:28Z,"Trump, Trump, Trump  the new racist chant against Latinos",San Jose Mercury,https://www.freerepublic.com/focus/f-news/3617986/posts,,"There is a new form of hate speech that white people use to poke at Latinos. It goes like this: Trump! Trump! Trump! As President Trump concludes his first year in office, his street cred as a bully, demagogue and racist is well established. And Latinos …"
2018-01-16T23:53:10Z,"On DACA, Trump is Trump is Trump",Editorials,http://www.nydailynews.com/opinion/daca-trump-trump-trump-article-1.3760776,http://assets.nydailynews.com/polopoly_fs/1.3760775.1516146682!/img/httpImage/image.jpg_gen/derivatives/landscape_1200/gop-2016-trump-conflicts.jpg,"If you ever find yourself nodding along as President Trump speaks, just wait a little; he’ll disappoint you soon enough."
2018-01-19T05:33:38Z,Can the Trump Economy Trump Trump?,Joel Kotkin,http://www.newgeography.com/content/005856-can-trump-economy-trump-trump?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Newgeography+%28Newgeography.com+-+Economic%2C+demographic%2C+and+political+commentary+about+places%29,,"President Trump’s critics find it hard to give him credit for anything, especially given his extraordinary boastfulness. Yet Trump’s economic policies seem to be working. New job numbers are robust, GDP and wages continue to rise, stocks are soaring, unemploy…"
2018-01-24T09:00:00Z,Can the Trump Economy Trump Trump?,Nick Tell,http://www.nationalreview.com/article/455707/donald-trump-economic-boom-will-republicans-benefit-politically,http://c1.nrostatic.com/sites/default/files/uploaded/trump1200.jpg,"President Trump in the Oval Office after signing directives to impose tariffs, January 23, 2018. (Jonathan Ernst/Reuters) Editor’s Note : The following piece originally appeared in City Journal. It is reprinted here with permission. P resident Trump’s critics…"
2017-12-09T15:34:35Z,Trump,,https://lefterismavrogiannis.deviantart.com/art/Trump-719213527,https://orig00.deviantart.net/6478/f/2017/343/b/b/trump_by_lefterismavrogiannis-dbw78pj.png,
2017-11-11T22:23:44Z,TRUMP,,https://rb26082006.deviantart.com/art/TRUMP-714599513,https://img00.deviantart.net/3faa/i/2017/315/6/0/trump_by_rb26082006-dbtgcih.jpg,
2017-11-16T14:51:53Z,Trump,,https://jeremyr10.deviantart.com/art/Trump-715367648,https://img00.deviantart.net/50fc/i/2017/320/6/1/trump_by_jeremyr10-dbtwt7k.png,
2017-11-17T18:08:54Z,Trump,Rudolf Vychovaly,https://dribbble.com/shots/3956720-Trump,https://cdn.dribbble.com/users/300405/screenshots/3956720/trump-poster.gif,Trump
2017-11-04T18:23:21Z,Trump,,https://ashen-cold.deviantart.com/art/Trump-713369555,https://pre00.deviantart.net/2128/th/pre/f/2017/308/3/e/trump_by_ashen_cold-dbspzgz.png,This image doesn't have any political context and made by entertainment purposes only.
2018-01-18T12:02:17Z,Can the Trump Economy Trump Trump?,"Joel Kotkin, City Journal",https://www.realclearpolitics.com/2018/01/18/can_the_trump_economy_trump_trump_431798.html,,"Joel Kotkin, City Journal The president's economic policies are showing marked success, but he may not benefit politically unless he learns how to get out of his own way."
2018-01-24T09:00:00Z,Can the Trump Economy Trump Trump?,Joel Kotkin,http://www.nationalreview.com/article/455707/donald-trump-economic-growth-will-republicans-benefit-politically,http://c1.nrostatic.com/sites/default/files/uploaded/trump1200.jpg,"Editor’s Note: The following piece originally appeared in City Journal. It is reprinted here with permission.


	President Trump’s critics find it hard to give him credit for anything, especially given his extraordinary boastfulness. Yet Trump’s economic poli…"
2017-10-02T12:40:42Z,Trump undermines the Trump administration...,Steve Benen,http://www.msnbc.com/rachel-maddow-show/trump-undermines-the-trump-administration-north-korea,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/664142230.jpg?itok=PbxLD1Xx,Secretary of State Rex Tillerson9s resignation should be a foregone conclusion at this point. Donald Trump is humiliating him on a global scale.
2017-10-10T03:00:39Z,Report: Trump loyalist says Trump...,,http://www.msnbc.com/brian-williams/watch/gop-sen-corker-to-nyt-trump-could-lead-us-toward-world-war-iii-1067310659753,http://media1.s-nbcnews.com/j/MSNBC/Components/Video/201710/2017-10-10T03-00-02-133Z--1280x720.video_1067x600.jpg,Pres. Trump9s public feud with outgoing Sen. Bob Corker (R-TN) heats up as new reports state the President is increasingly isolated and tensions are about to boil over among Trump and his staff.
2017-10-06T22:14:14Z,"Friedensnobelpreis, Trump | Donald Trump - Friedensnobelpreis",karlderkarpfen,https://www.freitag.de/autoren/karlderkarpfen/donald-trump-friedensnobelpreis-1,https://www.freitag.de/++theme++freitag.theme/build/assets/img/community_social_media_share.jpg,"Wir reiben uns verwundert die Augen: Donald Trump wurde für den Friedensnobelpreis vorgeschlagen....keine ENTE !!!! Als ich heute morgen die Medien checkte, stellte ich mit Überraschung fest, und hielt es zunächst für einen Gag, daß Donald Trump.....ja DER Do…"
2017-10-28T04:16:22Z,Candidate Trump vs. President Trump,,http://www.msnbc.com/brian-williams/watch/candidate-trump-vs-president-trump-1083390531960,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201710/n_bwms_e_trump_172717_1920x1080.video_1067x600.jpg,"The New Republic’s Elizabeth Drew discusses her new piece “Who Knew Trump Would Be a Weak President."""
2018-01-31T06:54:47Z,Donald Trump: Trump wirkt,ZEIT ONLINE: Ausland - Heike Buchter,http://www.zeit.de/politik/ausland/2018-01/donald-trump-usa-wirtschaft-lage-der-nation,http://img.zeit.de/politik/ausland/2018-01/donald-trump-8/wide__1300x731,"Die Beliebtheitswerte des US-Präsidenten mögen noch so schlecht sein, die Unternehmen lieben ihn: Denn er hat die Wirtschaft dereguliert und Steuergeschenke verteilt."
2018-02-03T15:19:00Z,Trump claims GOP memo totally vindicates 'Trump',Jenna Johnson,http://www.chicagotribune.com/news/nationworld/politics/ct-trump-memo-20180203-story.html,http://www.trbimg.com/img-5a75d429/turbine/ct-trump-memo-20180203,"President Trump said Saturday morning that a disputed four-page House Intelligence Committee memo, composed by Republicans and declassified by him on Friday, ""totally vindicates 'Trump'” in an FBI investigation into Russian interference in the 2016 election, …"
2018-02-21T01:00:19Z,"Fmr. Trump aide: Donald Trump ""screws everyone""",,https://www.msnbc.com/the-beat-with-ari-melber/watch/fmr-trump-aide-donald-trump-screws-everyone-1166089283533,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201802/n_ari_samn_180220_1920x1080.1200;630;7;70;5.jpg,"On the day Bob Mueller obtained a guilty plea from a lawyer in the Russia probe, former Trump campaign aide Sam Nunberg, who was cited 19 times in ‘Fire and Fury’, tells Ari Melber he’s “worried” about Trump’s own lawyer Michael Cohen. Nunberg says for the fi…"
2018-02-27T19:39:00Z,Trump kiest campagneleider voor Trump 2020,km,http://www.standaard.be/cnt/dmf20180227_03380718,https://dsocdn.akamaized.net/Assets/Images_Upload/2018/02/27/ea5cb3be-1bf5-11e8-9bb5-be506db47fb3_web_scale_0.0529982_0.0529982__.jpg,De Amerikaanse president Donald Trump heeft digitale-informatiestrateeg Brad Parscale benoemd tot campagneleider voor de herverkiezing van Trump in 2020.
2018-02-18T21:21:58Z,"Trump Is Trump: Yesterday, Today, and Tomorrow","Michael Nelson, Michael Nelson",http://historynewsnetwork.org/article/168141,//historynewsnetwork.org/sites/default/files/168141-ahjasvcdscv.jpg,His real estate background isn’t helping him govern.
2018-02-20T18:01:35Z,Trump denies kissing receptionist at Trump Tower,"http://www.dailymail.co.uk/home/search.html?s=&authornamef=Afp, By Afp",http://www.dailymail.co.uk/wires/afp/article-5414303/Trump-denies-kissing-receptionist-Trump-Tower.html,http://i.dailymail.co.uk/1/2018/02/20/18/wire-2342028-1519149693-964_636x382.jpg,"President Donald Trump on Tuesday denied allegations by a former receptionist that he had kissed her without her consent in an elevator lobby of Trump Tower,..."
2018-02-03T17:52:00Z,Trump: FBI-notat renser fuldstændig 'Trump',,https://www.dr.dk/nyheder/udland/trump-fbi-notat-renser-fuldstaendig-trump,http://www.dr.dk/design/www/global/img/global/DRLogos/DR_logo_new2.jpg,"Men den russiske heksejagt fortsætter, siger USA's præsident."
2018-02-27T22:16:52Z,Trump Being Trump Makes Him Less Popular,Ed Kilgore,http://nymag.com/daily/intelligencer/2018/02/trump-being-trump-seems-to-make-him-less-popular.html,https://pixel.nymag.com/imgs/daily/intelligencer/2018/02/27/27-trump-trumpy.w1200.h630.jpg,"The GOP has an unusually acute problem in mobilizing a party base that glories in Trumpian outrages, without frightening the rest of the country."
2018-05-23T21:10:47Z,‘Orbán was Trump vóór Trump’,,https://www.volkskrant.nl/nieuws-achtergrond/-orban-was-trump-voor-trump-~bc2c385d/,https://images4.persgroep.net/rcs/kGSjjfR4E8IuNUpWyz_pmklNiuo/diocontent/124050619/_fitwidth/763?appId=93a17a8fd81db0de025c8abd1cca1279&quality=0.8,"De mondiale fine fleur van het rechts-nationalisme verzamelde zich woensdag in Boedapest. Met als hoofdact Steve Bannon, de voormalige raspoetin van Donald Trump. Het tekent de veranderende sfeer in Hongarije."
2018-02-09T14:05:08Z,Skeptics on Trump infrastructure plan include Trump,Heidi Przybyla,https://www.nbcnews.com/politics/donald-trump/skeptics-trump-infrastructure-plan-include-trump-n846086,https://media2.s-nbcnews.com/j/newscms/2018_06/2321861/180208-new-orleans-infrastructure-se-436p_8f62070e5d582efc6f008f9c88bf359f.nbcnews-fp-1200-630.jpg,The White House is preparing to release an infrastructure plan but it's still unclear whether Trump supports its core concept of public-private partnerships.
2018-02-26T15:38:14Z,Stop sucking up to ‘gun culture.’ Americans who don’t have guns also matter.,(Greg Sargent),https://www.washingtonpost.com/blogs/plum-line/wp/2018/02/26/stop-sucking-up-to-gun-culture-americans-who-dont-have-guns-also-matter/,https://www.washingtonpost.com/resizer/aWm_bVr39VLRM9nxf91q1fbcEE4=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/ASJXRYMGLE43BPYO5SXBIEXLU4.JPG,"gun culture, gun control, gun reform, cnn poll, cnn polling, republican party, gop, trump, donald trump, congress, republicans in congress, impeach trump, impeach donald trump"
2018-03-15T03:16:40Z,Trump loses in Trump country,,https://www.msnbc.com/the-last-word/watch/trump-loses-in-trump-country-1186345539652,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201803/n_lw_atrumploss_180314_1920x1080.1200;630;7;70;5.jpg,"Democrats turned out to lead Conor Lamb to an apparent victory in Pennsylvania's special election, but he couldn't have done it without some GOP votes in spite of the president's personal pleas. Lawrence O'Donnell explains why Republicans should be worried."
2018-03-23T20:30:52Z,"Trump Giveth, Trump Taketh Away",Brian Maher,https://dailyreckoning.com/trump-giveth-trump-taketh-away/,https://dailyreckoning.com/wp-content/uploads/2017/06/shutterstock_636139745.jpg,"This post Trump Giveth, Trump Taketh Away appeared first on Daily Reckoning. The stock market loved Trump’s tax cuts, deregulation and infrastructure plans. But it hates his trade war... Retaliatory Chinese tariffs could cost U.S. exporters up to $700 million…"
2018-05-14T15:09:53Z,Israeli soccer team plans to take Trump’s name after president’s ‘courageous move’,Shawn Langlois,https://www.marketwatch.com/story/israeli-soccer-team-plans-to-take-trumps-name-after-presidents-courageous-move-2018-05-14,http://s.marketwatch.com/public/resources/MWimages/MW-GJ149_trump_MG_20180514103938.jpg,Trump Water. Trump Steaks. Trump Wine. Trump University. And now... Beitar Trump Jerusalem.
2018-02-12T18:39:10Z,Son Dakika… Trump’ın gelini hastaneye kaldırıldı,Sözcü,http://www.sozcu.com.tr/2018/dunya/son-dakika-trumpin-gelini-hastaneye-kaldirildi-2216818/,http://i.sozcu.com.tr/wp-content/uploads/2018/02/sur-sondakika-48.jpg?v=2216818,"ABD Başkanı Donald Trump´ın oğlu Donald Trump Jr´ın eşi Vanessa Trump, Trump Jr adına gönderilen bir mektubun içindeki beyaz tozun etkisiyle hastaneye kaldırıldı. DHA"
